x,y,z,qx,qy,qz,qw
1.4965782241997985,-0.37439955705775085,1.4518566155355168,-0.6155134649856726,0.5352393083090211,0.3571128576629681,0.45511807715580843
1.318390789680791,-0.3102056899434257,1.3426600834607911,0.5179802430246639,0.03310514244162119,-0.6960155277420252,0.49614806511969833
1.2473760232894748,-0.5925451202561179,1.303555290760474,-0.6519073513524577,0.18683880679488402,0.4829684090048907,0.5539400522000298
1.5092887630874279,-0.6824832437121644,1.4324974427718016,0.7850498437534278,0.24127046370290675,-0.4096919204637091,0.3970363163163553
1.5046121929584,-0.34957162449776,1.2703491972213918,-0.6175217858800045,-0.11480193634744272,0.44775760478695553,0.6363964854789004
1.4302812783909475,-0.8707750654754298,1.3284694299128932,0.6667504937993471,-0.03896130528721345,-0.6917091036048014,0.27470768409144564
1.6117559163056276,-0.2605320960468727,1.3349399984734065,-0.4258751218855903,0.35244907400990644,0.44431756990239973,0.7049765441945707
1.170692302486055,-0.5981904213121504,1.440470198533379,-0.12734486503898884,0.6881110959658765,0.1823247113492219,0.6906837949367751
1.1249456815888117,-0.6044070245479015,1.3367842433559403,0.5908121680876857,0.2305257168113437,-0.2686680766379599,0.7249940279228538
1.3347384795345587,-0.6795274292542929,1.4103486464550645,-0.15955660726069673,0.6544921626060384,0.41402487276314376,0.6121806129731564
1.5357002498654677,-1.0601551690994564,1.2878600037568861,0.6748258305061217,0.5386582741810473,-0.18632188518065576,0.46876595145204975
1.514750535290227,-0.6643900245827009,1.4527581367085252,0.3102080990773358,0.45696515780564545,-0.2529910778322264,0.79432316745502
1.6920924170011231,-1.0054496715442351,1.3833766456571588,-0.16857681304116143,0.6497391896249578,0.5107244580370367,0.5371977024645245
1.6368945928376124,-1.0702103358810637,1.4812540667783065,-0.6270985864566295,0.37210406551139275,0.6231017918010263,0.28289588959251605
1.3310699436469322,-0.7942007922231957,1.3506271780906682,0.5479092061951714,0.5843694075401604,-0.5945227056144743,-0.06964660656905199
1.2557203105663215,-0.6027611184997164,1.2728736828276883,-0.7739767245529311,0.402828684258159,0.21639929298499158,0.43801875186429245
