x,y,z,qx,qy,qz,qw
1.6213985161955136,-0.2982531776433822,1.435422840174748,-0.7792383475000988,0.37197029721935504,0.38397052886446914,0.3270968185956566
1.6594717056040966,-1.092027930633383,1.4295806443467223,0.22730960535688338,0.4512426547553542,-0.5477297498697126,0.6668602034530928
1.2484972303516915,-0.4541912234336163,1.277208602703796,0.2583195248720671,0.5122554835212737,-0.4450206928038331,0.6876204808240167
1.4553609730608097,-1.0311806894892177,1.355460579035016,-0.44735045196832834,0.6488488348739407,0.4535920854980173,-0.41608530685428113
1.3560556694069552,-0.9477495685909646,1.4354811067037407,-0.08617618000777129,0.4666678166493011,0.6360406599387023,0.6084793289897221
1.3616213643653654,-0.4510454764704012,1.3144996418838728,-0.6229031132499863,0.5170737553347633,-0.3365493147626678,0.4810000018505811
1.6592749949670997,-0.5953598227095661,1.4724876991191116,0.6541278794973511,0.3822609001917468,-0.6410936576528221,-0.12244281753627076
1.564396758590649,-0.7506826398550623,1.4269288477008362,-0.5002800925498863,-0.1335132152183682,0.6042751997652661,0.6055951893046864
1.567502532180079,-0.5356499724938123,1.3865202001553156,0.028083039518109747,0.6547226012832126,0.6241121469685555,0.4254805357083542
1.3007422761545504,-0.1575568282395171,1.418348457735402,-0.365952080785978,0.6080420710666291,0.35957457837950213,0.6058630513281206
1.6236950332364974,-1.0352540612993768,1.4385655659497245,0.667138748887755,0.43689202626327744,-0.18717354026796423,0.5736003076564773
1.587557706653133,-0.11453843908893153,1.3072411557418337,-0.5236063973177078,0.5447132429790814,0.6543101196803303,-0.03165581929274591
1.349425680353611,-0.7152392964017289,1.4131111929252684,0.4729934421505396,-0.11340840775543448,-0.5190003621883571,0.7028900061754438
1.3322706842523264,-0.6260915909809902,1.3792497223352882,0.5013157150841607,0.6633208026017912,-0.26771373441836455,0.4868443519741659
1.6170247036308334,-0.2012437749681082,1.4986506069567667,-0.648243856014053,0.3204341535428278,0.6603662951341515,0.20252953521429481
1.514558131303281,-0.805891216760356,1.3605382351672402,-0.5547293681226687,0.12219971764742225,0.5939547329627214,0.5697019679975638
1.2984022622683808,-0.24705504456396832,1.4279324257495152,0.5727398460562196,0.47083121615027695,-0.5493951019843684,0.38529476580085353
1.5414715065376683,-0.4409362317350747,1.3008681514862412,0.4819410890683847,0.30906294132567347,-0.25417100574548196,0.7794934154981893
1.6303194578541744,-1.0801647359674007,1.4001579795937698,-0.6253948390771195,0.047081946302594845,0.7074021840948713,0.3259551127469382
1.5120036438235036,-0.5188687086294596,1.445521375277548,-0.6975848021153808,0.4755426911585162,0.47860520516572774,0.24118799790129072
1.6363494943142596,-0.5681471596367308,1.2526562227905984,-0.4572199637656536,0.7371511448342097,0.441366922556922,-0.22968093973244794
1.601886489895816,-0.5213177201482181,1.3767437963114648,0.5875837588714309,0.37505850358711634,-0.4905404302617436,0.5229211522554206
1.6255844513491733,-0.5135814795385625,1.4787533778646513,-0.6272892236848867,0.320439137009294,0.6447987485825576,0.2967516860068683
1.3922040710739516,-0.6149965820841334,1.4537711634960062,-0.5250951186973086,0.7803099464424947,0.2259362432697301,0.25366181774230767
1.4897959599326303,-0.37279667031222974,1.2591787045193845,-0.7567446489257699,0.36840206824523086,0.012576055388526427,0.5398697021186821
1.2160684600312472,-0.6145903828449708,1.4947174084653527,-0.4523614216699002,0.17275127001945106,0.6215632352625498,0.6157802265917655
1.3800379611936855,-0.9581139604574281,1.369905359378237,-0.09768658561513968,0.6417653412223046,0.21870939738516793,0.7285333055475857
